Country,Year,Y,Ymu,Yvar,YmuMinus,YmuPlus,AE,APE,CI
MOZ,2019,,-224735.2761401276,0.209022309581421,-634851.6939599318,185381.1416796767,,,820233.0
MOZ,2020,,-385488.6108569135,0.2781827609214105,-858613.6587858816,87636.43707205454,,,946250.0
MOZ,2021,,-575053.1691432382,0.4128375824837107,-1151421.947704887,1315.609418410284,,,1152738.0
MOZ,2022,,-788892.936175327,0.6509044680253808,-1512611.079961666,-65174.79238898811,,,1447436.0
MOZ,2023,,-1020493.554723733,1.0393592682613,-1935014.551115134,-105972.558332333,,,1829042.0
MRT,2017,44023.0,43736.37981093338,0.3953027044904665,20990.29447535,66482.46514651677,287.0,1.0,45492.0
MRT,2018,45121.0,44303.52791066884,0.4391465374123085,20329.19659995663,68277.85922138105,817.0,2.0,47949.0
MRT,2019,,44710.73035715208,0.4969020458072809,19208.55875638927,70212.90195791487,,,51004.0
MRT,2020,,44974.55687379992,0.5695265374485439,17672.28708219544,72276.8266654044,,,54605.0
MRT,2021,,45118.88807236109,0.6570991127351751,15792.59220841929,74445.18393630288,,,58653.0
MRT,2022,,45171.9538223301,0.7587219994749346,13659.43560594695,76684.47203871325,,,63025.0
MRT,2023,,45163.5322311677,0.8725320500765321,11370.08735892768,78956.97710340773,,,67587.0
NER,2017,3750.0,-1594.889967090683,0.7029674803799778,-12921.71417271488,9731.934238533515,5345.0,143.0,22654.0
NER,2018,4732.0,-1584.137013098055,0.7077750913607878,-12949.62742894637,9781.353402750257,6316.0,133.0,22731.0
NER,2019,,-1512.436899134046,0.714228662069217,-12929.62562714172,9904.751828873625,,,22834.0
NER,2020,,-1384.572201042455,0.7225750195925503,-12868.27685558193,10099.13245349702,,,22967.0
NER,2021,,-1206.239962081086,0.7330138804973987,-12772.5982748895,10360.11835072733,,,23133.0
NER,2022,,-983.8494971973296,0.7456770834436072,-12649.68749103092,10681.98849663627,,,23332.0
NER,2023,,-724.3079700864128,0.7606115002279031,-12506.38849470976,11057.77255453693,,,23564.0
NGA,2017,330832.0,414515.345013801,0.05712588355520883,382984.0856554239,446046.6043721781,83683.0,25.0,63063.0
NGA,2018,361387.0,552460.87132214,0.1455962699542327,502122.4054069672,602799.3372373127,191074.0,53.0,100677.0
NGA,2019,,708776.6393623549,0.3662146043825986,628941.7585035961,788611.5202211136,,,159670.0
NGA,2020,,879707.0712237197,0.8397689122040719,758813.0709316432,1000601.071515796,,,241788.0
NGA,2021,,1060410.904909907,1.747798085162508,886001.2666691267,1234820.543150687,,,348819.0
NGA,2022,,1245223.619164633,3.338742771588606,1004168.514844253,1486278.723485013,,,482110.0
NGA,2023,,1427981.54677896,5.924320159395272,1106878.732524865,1749084.361033054,,,642206.0
NIC,2017,4186.0,3272.572003789863,0.03215396489002842,-1957.821174401899,8502.965181981624,913.0,22.0,10461.0
NIC,2018,33917.0,2558.389130693738,0.06649503817885716,-4963.23608962568,10080.01435101316,31359.0,92.0,15043.0
NIC,2019,,1089.138646265994,0.1441234938299658,-9984.34990694886,12162.62719948085,,,22147.0
NIC,2020,,-1258.456853576721,0.3008443628183954,-17257.27895404369,14740.36524689025,,,31998.0
NIC,2021,,-4569.258054954476,0.5907861963445953,-26989.08417051954,17850.56806061058,,,44840.0
NIC,2022,,-8883.57659852094,1.090575705029437,-39344.63431375143,21577.48111670955,,,60922.0
NIC,2023,,-14193.69799361055,1.902508772694489,-54426.5115083461,26039.11552112501,,,80466.0
NPL,2017,21568.0,23422.59189701245,0.01547010271626625,21996.66357443541,24848.52021958949,1855.0,9.0,2852.0
